,a2_i,a2_j,a1_i,a1_j,b2_i,b2_j,b1_i,b1_j,y1,y2
126,1.0,6.0,1.0,2.0,3.0,6.0,,,0.0,3.0
127,0.0,6.0,,,,,,,3.0,3.0
128,0.0,6.0,0.0,1.0,,,,,3.0,3.0
129,0.0,6.0,,,,,,,3.0,3.0
130,0.0,6.0,,,,,,,3.0,3.0
131,0.0,6.0,,,,,,,3.0,3.0
132,0.0,5.0,,,,,,,3.0,3.0
133,0.0,6.0,,,,,,,3.0,3.0
134,0.0,5.0,,,0.0,3.0,,,3.0,3.0
135,0.0,5.0,,,0.0,3.0,4.0,5.0,3.0,3.0
136,0.0,5.0,,,0.0,3.0,,,1.0,3.0
137,1.0,5.0,,,,,,,0.0,0.0
138,1.0,4.0,,,0.0,4.0,,,0.0,0.0
139,1.0,3.0,,,0.0,3.0,,,1.0,0.0
140,2.0,3.0,,,0.0,3.0,,,1.0,0.0
141,3.0,3.0,3.0,1.0,,,,,1.0,3.0
142,3.0,2.0,,,,,,,1.0,3.0
143,3.0,1.0,3.0,1.0,,,3.0,5.0,1.0,3.0
144,4.0,1.0,4.0,1.0,,,,,1.0,3.0
145,4.0,0.0,4.0,0.0,,,,,1.0,3.0
146,4.0,0.0,5.0,0.0,,,,,1.0,3.0
147,3.0,0.0,5.0,0.0,,,,,1.0,0.0
148,4.0,0.0,6.0,0.0,,,,,1.0,0.0
149,5.0,0.0,6.0,0.0,,,,,2.0,0.0
150,5.0,1.0,5.0,0.0,,,,,2.0,3.0
151,5.0,2.0,5.0,0.0,,,,,2.0,3.0
152,5.0,1.0,5.0,1.0,,,,,2.0,0.0
153,5.0,0.0,,,,,,,2.0,0.0
154,5.0,0.0,4.0,0.0,,,,,2.0,3.0
155,5.0,0.0,5.0,0.0,,,,,2.0,0.0
156,5.0,0.0,5.0,0.0,,,,,2.0,3.0
157,5.0,1.0,5.0,0.0,,,,,2.0,3.0
158,6.0,1.0,5.0,1.0,4.0,1.0,,,1.0,3.0
159,5.0,1.0,4.0,1.0,3.0,1.0,0.0,1.0,2.0,0.0
160,4.0,1.0,4.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0
161,4.0,0.0,5.0,0.0,2.0,0.0,,,2.0,0.0
162,4.0,1.0,5.0,1.0,,,0.0,1.0,2.0,0.0
163,4.0,0.0,4.0,1.0,2.0,0.0,,,2.0,0.0
164,5.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0
165,5.0,1.0,5.0,0.0,,,,,2.0,0.0
166,4.0,1.0,,,,,0.0,1.0,2.0,0.0
167,5.0,1.0,,,,,,,2.0,0.0
168,6.0,1.0,6.0,1.0,,,,,3.0,1.0
169,6.0,0.0,6.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0
170,5.0,0.0,,,,,3.0,0.0,2.0,0.0
171,6.0,0.0,,,2.0,0.0,2.0,0.0,3.0,1.0
172,6.0,1.0,,,2.0,1.0,,,3.0,3.0
173,5.0,1.0,,,3.0,1.0,1.0,1.0,2.0,0.0
174,5.0,0.0,,,,,1.0,0.0,2.0,0.0
175,4.0,0.0,,,,,1.0,0.0,2.0,0.0
176,5.0,0.0,,,,,1.0,0.0,2.0,0.0
177,5.0,1.0,,,,,,,2.0,0.0
178,5.0,2.0,,,,,,,2.0,0.0
179,5.0,3.0,5.0,3.0,5.0,3.0,,,2.0,3.0
180,5.0,4.0,,,,,,,2.0,2.0
181,6.0,4.0,,,,,,,3.0,3.0
182,6.0,4.0,,,,,,,3.0,3.0
183,6.0,5.0,,,,,,,3.0,3.0
184,5.0,5.0,,,,,,,2.0,2.0
185,4.0,5.0,,,,,,,2.0,1.0
186,4.0,6.0,,,,,,,2.0,1.0
187,5.0,6.0,,,,,,,2.0,1.0
188,5.0,6.0,,,,,1.0,6.0,2.0,1.0
189,6.0,6.0,,,,,2.0,6.0,3.0,1.0
190,6.0,6.0,,,,,3.0,6.0,3.0,3.0
191,6.0,6.0,,,,,3.0,6.0,3.0,3.0
192,6.0,6.0,,,,,2.0,6.0,3.0,3.0
193,6.0,6.0,,,,,1.0,6.0,3.0,1.0
194,6.0,5.0,,,,,1.0,5.0,3.0,3.0
195,6.0,5.0,,,,,,,1.0,3.0
196,6.0,5.0,,,,,1.0,5.0,3.0,3.0
197,6.0,5.0,,,,,0.0,5.0,3.0,3.0
198,6.0,4.0,,,,,,,1.0,3.0
199,6.0,3.0,,,,,,,1.0,3.0
200,6.0,4.0,,,,,,,1.0,3.0
201,5.0,4.0,,,,,,,2.0,2.0
202,5.0,5.0,,,,,,,2.0,1.0
203,6.0,5.0,,,,,1.0,5.0,3.0,1.0
204,5.0,5.0,,,,,,,2.0,1.0
205,6.0,5.0,,,,,,,3.0,1.0
206,6.0,6.0,,,,,,,3.0,1.0
207,6.0,6.0,,,,,,,3.0,1.0
208,5.0,6.0,,,,,,,2.0,1.0
209,4.0,6.0,,,,,,,3.0,1.0
210,5.0,6.0,,,,,,,2.0,1.0
211,5.0,6.0,,,,,,,2.0,1.0
212,4.0,6.0,,,,,,,2.0,1.0
213,4.0,5.0,,,,,,,2.0,1.0
214,4.0,6.0,,,,,,,2.0,3.0
215,3.0,6.0,,,,,0.0,6.0,2.0,1.0
216,3.0,6.0,3.0,3.0,3.0,2.0,0.0,6.0,2.0,1.0
217,2.0,6.0,2.0,3.0,,,,,2.0,2.0
218,1.0,6.0,1.0,3.0,,,1.0,5.0,3.0,2.0
219,1.0,6.0,,,,,1.0,4.0,3.0,2.0
220,2.0,6.0,,,,,,,3.0,2.0
221,2.0,6.0,2.0,3.0,,,,,3.0,2.0
222,3.0,6.0,,,,,,,2.0,2.0
223,4.0,6.0,,,,,1.0,6.0,2.0,2.0
224,4.0,6.0,,,3.0,6.0,0.0,6.0,2.0,3.0
225,4.0,6.0,,,4.0,6.0,,,2.0,3.0
226,4.0,5.0,,,,,0.0,5.0,2.0,3.0
227,5.0,5.0,,,,,0.0,5.0,2.0,3.0
228,4.0,5.0,,,4.0,6.0,,,2.0,3.0
229,3.0,5.0,3.0,2.0,,,,,2.0,3.0
230,4.0,5.0,,,5.0,5.0,0.0,5.0,2.0,3.0
231,3.0,5.0,,,6.0,5.0,0.0,5.0,2.0,2.0
232,3.0,4.0,,,,,,,2.0,3.0
233,4.0,4.0,,,,,,,2.0,2.0
234,4.0,3.0,,,,,,,2.0,2.0
235,4.0,2.0,,,,,,,2.0,2.0
236,3.0,2.0,,,,,,,1.0,2.0
237,2.0,2.0,,,,,,,1.0,3.0
238,1.0,2.0,,,,,,,1.0,3.0
239,2.0,2.0,,,,,,,1.0,3.0
240,2.0,1.0,,,,,,,1.0,3.0
241,3.0,1.0,0.0,1.0,,,,,2.0,3.0
242,3.0,2.0,,,,,0.0,2.0,2.0,3.0
243,3.0,3.0,,,,,,,2.0,2.0
244,3.0,4.0,,,,,,,2.0,3.0
245,4.0,4.0,,,5.0,4.0,1.0,4.0,2.0,3.0
246,3.0,4.0,,,,,0.0,4.0,2.0,3.0
247,4.0,4.0,,,,,,,2.0,2.0
248,3.0,4.0,,,,,,,2.0,2.0
249,3.0,3.0,,,6.0,3.0,0.0,3.0,2.0,2.0
250,3.0,4.0,,,6.0,4.0,,,2.0,2.0
251,2.0,4.0,,,5.0,4.0,,,3.0,2.0
252,2.0,3.0,,,5.0,3.0,,,1.0,2.0
253,2.0,4.0,,,5.0,4.0,2.0,4.0,3.0,2.0
254,2.0,3.0,,,,,2.0,3.0,3.0,2.0
255,1.0,3.0,1.0,1.0,6.0,3.0,,,3.0,2.0
256,0.0,3.0,,,,,,,3.0,3.0
257,0.0,4.0,,,,,,,3.0,3.0
258,1.0,4.0,,,,,,,3.0,2.0
259,1.0,3.0,,,,,1.0,1.0,3.0,2.0
260,1.0,4.0,1.0,2.0,,,,,3.0,2.0
261,0.0,4.0,,,,,0.0,0.0,3.0,3.0
262,0.0,5.0,,,,,0.0,1.0,3.0,1.0
263,1.0,5.0,,,,,,,3.0,2.0
264,1.0,4.0,,,,,,,3.0,3.0
265,1.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,3.0,3.0
266,1.0,2.0,,,3.0,2.0,,,3.0,1.0
267,0.0,2.0,,,,,,,3.0,1.0
268,0.0,3.0,,,4.0,3.0,,,3.0,1.0
269,0.0,3.0,,,5.0,3.0,,,3.0,1.0
270,0.0,3.0,,,4.0,3.0,,,3.0,1.0
271,0.0,2.0,,,,,1.0,2.0,3.0,1.0
272,1.0,2.0,,,,,1.0,1.0,3.0,2.0
273,1.0,1.0,,,,,1.0,0.0,3.0,1.0
274,1.0,2.0,,,,,,,3.0,2.0
275,1.0,3.0,,,5.0,3.0,,,3.0,2.0
276,1.0,4.0,,,5.0,4.0,1.0,0.0,3.0,2.0
277,0.0,4.0,,,,,,,3.0,3.0
278,0.0,3.0,,,,,0.0,0.0,3.0,1.0
279,0.0,4.0,,,4.0,4.0,0.0,1.0,3.0,1.0
280,0.0,3.0,,,,,0.0,2.0,3.0,1.0
281,0.0,4.0,,,4.0,4.0,,,3.0,1.0
282,0.0,4.0,,,3.0,4.0,0.0,2.0,3.0,1.0
283,1.0,4.0,,,4.0,4.0,,,3.0,2.0
284,1.0,3.0,1.0,5.0,,,1.0,3.0,3.0,2.0
285,0.0,3.0,0.0,5.0,,,0.0,3.0,3.0,3.0
286,0.0,3.0,,,,,0.0,3.0,3.0,3.0
287,0.0,2.0,,,,,0.0,2.0,3.0,3.0
288,1.0,2.0,,,,,1.0,2.0,3.0,2.0
289,0.0,2.0,,,,,,,3.0,3.0
290,0.0,2.0,,,,,0.0,1.0,3.0,3.0
291,1.0,2.0,,,,,,,3.0,2.0
292,0.0,2.0,,,,,0.0,1.0,3.0,3.0
293,0.0,1.0,,,,,0.0,0.0,3.0,3.0
294,0.0,2.0,,,,,0.0,1.0,3.0,3.0
295,0.0,1.0,,,,,0.0,0.0,3.0,3.0
296,0.0,0.0,,,,,0.0,0.0,3.0,3.0
297,0.0,0.0,,,,,0.0,1.0,1.0,3.0
298,0.0,0.0,,,,,0.0,2.0,1.0,3.0
299,1.0,0.0,,,,,,,1.0,2.0
300,2.0,0.0,2.0,4.0,,,,,1.0,2.0
301,2.0,0.0,2.0,5.0,,,,,1.0,2.0
302,2.0,0.0,2.0,6.0,,,,,2.0,1.0
303,1.0,0.0,1.0,6.0,,,0.0,0.0,2.0,1.0
304,0.0,0.0,,,,,1.0,0.0,3.0,1.0
305,0.0,0.0,0.0,5.0,,,2.0,0.0,3.0,1.0
306,0.0,0.0,,,4.0,0.0,,,1.0,1.0
307,0.0,0.0,,,,,,,1.0,1.0
308,0.0,1.0,,,,,,,3.0,1.0
309,0.0,2.0,,,,,,,3.0,1.0
310,0.0,3.0,,,3.0,3.0,,,3.0,1.0
311,0.0,4.0,,,3.0,4.0,,,3.0,1.0
312,0.0,5.0,,,,,,,3.0,1.0
313,0.0,4.0,,,,,,,3.0,1.0
314,0.0,3.0,,,,,,,3.0,1.0
315,0.0,4.0,,,3.0,4.0,,,3.0,1.0
316,0.0,3.0,,,,,,,3.0,3.0
317,0.0,2.0,,,,,,,3.0,3.0
318,0.0,2.0,,,,,,,3.0,3.0
319,0.0,2.0,,,,,,,3.0,3.0
320,0.0,1.0,,,,,6.0,1.0,3.0,3.0
321,1.0,1.0,5.0,1.0,,,5.0,1.0,0.0,3.0
322,1.0,0.0,5.0,0.0,,,,,0.0,3.0
323,1.0,0.0,6.0,0.0,,,,,0.0,3.0
324,2.0,0.0,,,,,,,0.0,3.0
325,2.0,0.0,,,,,,,0.0,3.0
326,1.0,0.0,,,,,,,0.0,3.0
327,1.0,0.0,,,,,,,0.0,3.0
328,0.0,0.0,,,,,6.0,0.0,3.0,3.0
329,0.0,1.0,6.0,1.0,,,,,3.0,3.0
330,0.0,0.0,,,,,6.0,0.0,3.0,3.0
331,0.0,1.0,,,,,,,3.0,3.0
332,0.0,0.0,,,,,,,1.0,3.0
333,0.0,1.0,,,,,6.0,1.0,3.0,3.0
334,0.0,1.0,,,,,6.0,1.0,3.0,3.0
335,0.0,0.0,,,,,,,1.0,3.0
336,0.0,1.0,,,,,,,1.0,3.0
337,0.0,1.0,,,,,,,1.0,3.0
338,0.0,1.0,,,,,,,1.0,3.0
339,0.0,1.0,,,,,,,1.0,1.0
340,0.0,0.0,,,,,,,1.0,1.0
341,0.0,0.0,,,,,,,1.0,1.0
342,1.0,0.0,,,,,,,1.0,1.0
343,2.0,0.0,,,,,,,1.0,1.0
344,3.0,0.0,,,,,,,1.0,1.0
345,2.0,0.0,,,,,,,1.0,1.0
346,1.0,0.0,,,,,,,1.0,1.0
347,0.0,0.0,,,,,,,1.0,1.0
348,0.0,0.0,,,,,,,1.0,1.0
349,0.0,1.0,,,,,,,1.0,1.0
350,1.0,1.0,,,,,,,0.0,0.0
351,1.0,2.0,,,,,,,0.0,0.0
352,1.0,3.0,,,,,5.0,3.0,0.0,0.0
353,2.0,3.0,,,,,,,0.0,0.0
354,2.0,4.0,4.0,4.0,,,,,3.0,3.0
355,2.0,3.0,,,,,,,0.0,3.0
356,1.0,3.0,,,,,,,0.0,3.0
357,2.0,3.0,4.0,3.0,,,,,0.0,3.0
358,3.0,3.0,3.0,3.0,3.0,6.0,,,3.0,3.0
359,3.0,2.0,3.0,4.0,,,,,3.0,3.0
360,3.0,1.0,,,,,3.0,1.0,3.0,3.0
361,3.0,2.0,,,3.0,6.0,3.0,0.0,3.0,3.0
362,2.0,2.0,,,,,,,3.0,3.0
363,3.0,2.0,3.0,4.0,,,,,3.0,3.0
364,3.0,3.0,,,,,,,3.0,3.0
365,2.0,3.0,2.0,3.0,,,,,0.0,3.0
366,2.0,4.0,,,,,,,0.0,3.0
367,2.0,5.0,,,,,,,3.0,3.0
368,2.0,6.0,2.0,4.0,,,,,3.0,3.0
369,2.0,5.0,,,,,,,0.0,3.0
370,2.0,4.0,,,2.0,6.0,,,0.0,3.0
371,3.0,4.0,,,3.0,6.0,,,0.0,3.0
372,3.0,3.0,3.0,3.0,,,4.0,3.0,0.0,3.0
373,3.0,2.0,,,3.0,6.0,4.0,2.0,0.0,3.0
374,3.0,3.0,,,3.0,6.0,4.0,3.0,0.0,3.0
375,3.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,0.0,3.0
376,4.0,4.0,,,,,4.0,5.0,1.0,0.0
377,5.0,4.0,,,,,,,1.0,0.0
378,4.0,4.0,4.0,6.0,,,4.0,5.0,1.0,0.0
379,4.0,5.0,4.0,6.0,1.0,5.0,5.0,5.0,0.0,0.0
380,4.0,4.0,4.0,5.0,,,,,0.0,0.0
381,3.0,4.0,,,,,,,0.0,0.0
382,4.0,4.0,,,,,,,0.0,0.0
383,4.0,3.0,,,,,,,0.0,0.0
384,4.0,4.0,6.0,4.0,,,5.0,4.0,0.0,0.0
385,4.0,3.0,,,,,,,0.0,0.0
386,3.0,3.0,,,3.0,6.0,,,0.0,0.0
387,4.0,3.0,6.0,3.0,,,6.0,3.0,0.0,0.0
388,5.0,3.0,,,,,5.0,3.0,3.0,3.0
389,6.0,3.0,6.0,3.0,,,6.0,3.0,3.0,3.0
390,5.0,3.0,5.0,3.0,,,6.0,3.0,0.0,3.0
391,5.0,4.0,5.0,4.0,,,5.0,3.0,3.0,3.0
392,4.0,4.0,6.0,4.0,,,5.0,4.0,0.0,0.0
393,4.0,5.0,,,,,5.0,5.0,0.0,0.0
394,5.0,5.0,,,,,6.0,5.0,0.0,0.0
395,5.0,6.0,,,,,5.0,5.0,3.0,0.0
396,5.0,6.0,,,,,,,3.0,0.0
397,5.0,6.0,,,,,6.0,6.0,0.0,0.0
398,6.0,6.0,6.0,2.0,,,6.0,6.0,3.0,3.0
399,6.0,6.0,,,,,6.0,6.0,3.0,3.0
400,5.0,6.0,,,0.0,6.0,6.0,6.0,0.0,0.0
401,5.0,6.0,,,,,,,3.0,0.0
402,4.0,6.0,,,,,6.0,6.0,0.0,0.0
403,5.0,6.0,,,,,6.0,6.0,0.0,0.0
404,4.0,6.0,,,,,6.0,6.0,0.0,0.0
405,5.0,6.0,,,,,,,3.0,0.0
406,6.0,6.0,6.0,1.0,,,6.0,4.0,3.0,3.0
407,6.0,6.0,6.0,2.0,,,6.0,3.0,3.0,1.0
408,6.0,6.0,6.0,2.0,,,6.0,4.0,3.0,1.0
409,5.0,6.0,,,,,5.0,4.0,3.0,0.0
410,5.0,6.0,5.0,2.0,,,5.0,3.0,3.0,1.0
411,4.0,6.0,4.0,2.0,,,,,3.0,1.0
412,5.0,6.0,,,,,,,3.0,1.0
413,5.0,6.0,,,,,,,3.0,2.0
414,5.0,6.0,,,,,5.0,4.0,3.0,1.0
415,6.0,6.0,,,,,,,3.0,1.0
416,6.0,5.0,,,,,,,3.0,1.0
417,6.0,4.0,,,6.0,0.0,,,3.0,3.0
418,6.0,5.0,,,6.0,0.0,6.0,3.0,3.0,3.0
419,6.0,5.0,,,6.0,0.0,6.0,4.0,3.0,3.0
420,6.0,5.0,,,6.0,0.0,6.0,4.0,3.0,1.0
421,6.0,6.0,,,6.0,1.0,6.0,4.0,3.0,3.0
422,6.0,6.0,,,6.0,0.0,,,3.0,1.0
423,5.0,6.0,,,5.0,0.0,,,3.0,1.0
424,5.0,6.0,,,5.0,0.0,,,3.0,1.0
425,5.0,5.0,,,5.0,0.0,,,3.0,1.0
426,5.0,4.0,,,5.0,1.0,5.0,4.0,3.0,1.0
427,5.0,3.0,,,5.0,2.0,5.0,5.0,1.0,3.0
428,6.0,3.0,,,,,,,1.0,3.0
429,5.0,3.0,,,5.0,2.0,,,1.0,3.0
430,5.0,2.0,,,4.0,2.0,,,1.0,3.0
431,6.0,2.0,,,3.0,2.0,6.0,4.0,1.0,3.0
432,5.0,2.0,,,,,,,1.0,3.0
433,5.0,3.0,,,4.0,3.0,6.0,3.0,0.0,3.0
434,5.0,4.0,,,4.0,4.0,5.0,3.0,3.0,3.0
435,5.0,3.0,,,5.0,4.0,4.0,3.0,2.0,3.0
436,5.0,2.0,5.0,1.0,,,,,1.0,3.0
437,6.0,2.0,6.0,1.0,6.0,3.0,,,1.0,3.0
438,6.0,1.0,6.0,0.0,6.0,3.0,,,1.0,3.0
439,6.0,1.0,,,6.0,2.0,,,1.0,3.0
440,6.0,2.0,6.0,0.0,6.0,3.0,,,1.0,3.0
441,6.0,3.0,,,5.0,3.0,6.0,3.0,3.0,3.0
442,6.0,3.0,,,4.0,3.0,6.0,2.0,3.0,3.0
443,6.0,2.0,6.0,1.0,,,5.0,2.0,3.0,3.0
444,6.0,3.0,6.0,2.0,,,,,3.0,3.0
445,6.0,2.0,6.0,3.0,,,5.0,2.0,3.0,3.0
446,6.0,3.0,5.0,3.0,,,6.0,2.0,3.0,3.0
447,6.0,3.0,,,,,6.0,3.0,3.0,3.0
448,6.0,3.0,5.0,3.0,,,6.0,4.0,1.0,3.0
449,5.0,3.0,6.0,3.0,3.0,3.0,6.0,3.0,0.0,0.0
450,4.0,3.0,5.0,3.0,2.0,3.0,5.0,3.0,0.0,0.0
451,4.0,4.0,4.0,3.0,2.0,4.0,,,3.0,0.0
452,4.0,5.0,,,2.0,5.0,,,3.0,3.0
453,5.0,5.0,,,3.0,5.0,5.0,2.0,3.0,3.0
454,5.0,4.0,2.0,4.0,,,,,3.0,2.0
455,5.0,3.0,,,,,5.0,2.0,3.0,2.0
456,5.0,2.0,,,,,5.0,1.0,3.0,1.0
457,4.0,2.0,,,,,,,0.0,1.0
458,5.0,2.0,,,,,,,3.0,2.0
459,6.0,2.0,,,,,6.0,0.0,3.0,1.0
460,6.0,1.0,,,,,6.0,1.0,3.0,1.0
461,5.0,1.0,,,,,,,3.0,2.0
462,5.0,0.0,,,,,5.0,0.0,3.0,2.0
463,4.0,0.0,,,,,5.0,0.0,0.0,2.0
464,5.0,0.0,,,,,5.0,1.0,1.0,2.0
465,5.0,0.0,,,,,5.0,2.0,1.0,2.0
466,5.0,0.0,,,,,,,1.0,2.0
467,5.0,0.0,,,,,,,1.0,2.0
468,4.0,0.0,,,,,,,1.0,2.0
469,4.0,0.0,,,,,,,1.0,3.0
470,3.0,0.0,3.0,4.0,3.0,5.0,,,0.0,3.0
